Equipment ID,Type,Site ID,Check-In Date,Check-Out Date,Engine Hours/Day,Idle Hours/Day,Rental Days,Last Operator ID,booking_id
EQX1014,Grader,S004,2025-02-20,2025-03-02,5.7,6.4,10,OP107,BKG1869
EQX1011,Bulldozer,S001,2026-01-03,2026-01-24,8.7,3.0,21,OP108,BKG1870
EQX1003,Excavator,S002,2025-05-04,2025-05-23,5.5,3.0,19,OP105,BKG1871
EQX1016,Grader,S005,2025-07-10,2025-07-23,5.3,3.0,13,OP108,BKG1872
EQX1015,Grader,S002,2026-04-12,2026-04-12,7.9,2.9,0,OP106,BKG1873
EQX1015,Grader,S005,2025-06-24,2025-07-08,5.9,3.8,14,OP103,BKG1874
EQX1005,Crane,S001,2025-10-05,2025-10-23,2.6,5.7,18,OP106,BKG1875
EQX1010,Bulldozer,S003,2025-03-16,2025-03-25,8.8,2.6,9,OP104,BKG1876
EQX1001,Excavator,S002,2025-05-27,2025-06-13,8.4,1.6,17,OP102,BKG1877
EQX1004,Excavator,S003,2025-08-07,2025-08-15,7.2,5.2,8,OP103,BKG1878
EQX1004,Excavator,S004,2026-07-06,2026-07-30,7.9,2.7,24,OP103,BKG1879
EQX1004,Excavator,S004,2026-05-10,2026-05-27,7.9,1.4,17,OP103,BKG1880
EQX1010,Bulldozer,S003,2026-07-01,2026-07-08,8.5,3.5,7,OP105,BKG1881
EQX1005,Crane,S003,2026-07-08,2026-08-02,0.0,9.3,25,OP106,BKG1882
EQX1016,Grader,S003,2025-05-10,2025-05-23,6.4,1.5,13,OP108,BKG1883
EQX1012,Bulldozer,S005,2025-04-19,2025-05-02,5.2,3.6,13,OP103,BKG1884
EQX1004,Excavator,S003,2025-06-26,2025-07-23,5.8,4.7,27,OP102,BKG1885
EQX1008,Crane,S003,2025-01-04,2025-01-19,3.9,5.9,15,OP107,BKG1886
EQX1008,Crane,S004,2026-05-19,2026-06-06,3.2,5.8,18,OP106,BKG1887
EQX1013,Grader,S003,2026-07-20,2026-07-28,3.3,6.9,8,OP103,BKG1888
EQX1001,Excavator,S003,2026-04-12,2026-05-02,5.2,1.7,20,OP101,BKG1889
EQX1013,Grader,S003,2025-08-25,2025-09-13,5.9,6.5,19,OP104,BKG1890
EQX1009,Bulldozer,S003,2026-06-25,2026-07-12,7.3,2.9,17,OP105,BKG1891
EQX1014,Grader,S001,2026-03-12,2026-03-29,6.3,3.0,17,OP106,BKG1892
EQX1005,Crane,S002,2025-06-17,2025-06-26,5.3,5.3,9,OP107,BKG1893
EQX1013,Grader,S003,2026-01-09,2026-02-07,4.8,4.3,29,OP101,BKG1894
EQX1005,Crane,S002,2025-02-21,2025-03-05,0.0,5.5,12,OP104,BKG1895
EQX1012,Bulldozer,S002,2026-02-04,2026-02-13,6.4,1.3,9,OP106,BKG1896
EQX1005,Crane,S004,2026-05-11,2026-05-19,1.2,5.4,8,OP104,BKG1897
EQX1011,Bulldozer,S002,2026-06-05,2026-06-29,5.8,3.2,24,OP105,BKG1898
EQX1012,Bulldozer,S004,2026-06-06,2026-06-16,5.3,3.0,10,OP102,BKG1899
EQX1014,Grader,S001,2025-10-01,2025-10-09,6.2,3.5,8,OP102,BKG1900
EQX1008,Crane,S004,2026-01-25,2026-02-24,0.3,11.4,30,OP105,BKG1901
EQX1012,Bulldozer,S001,2026-06-14,2026-07-14,6.9,7.9,30,,BKG1902
EQX1009,Bulldozer,S001,2025-08-24,2025-09-17,7.9,6.1,24,OP105,BKG1903
EQX1006,Crane,S004,2025-05-02,2025-05-11,3.3,6.5,9,OP108,BKG1904
EQX1013,Grader,S002,2026-04-24,2026-05-05,6.0,2.2,11,OP101,BKG1905
EQX1003,Excavator,S001,2026-05-02,2026-05-29,6.4,3.2,27,OP101,BKG1906
EQX1008,Crane,S004,2026-06-12,2026-07-07,4.3,5.9,25,OP101,BKG1907
EQX1003,Excavator,S001,2026-02-27,2026-03-15,7.1,4.5,16,OP102,BKG1908
EQX1001,Excavator,S004,2025-03-03,2025-03-17,7.4,2.8,14,OP101,BKG1909
EQX1003,Excavator,S003,2026-06-22,2026-07-22,7.0,5.3,30,OP103,BKG1910
EQX1014,Grader,S003,2026-06-08,2026-07-03,5.1,7.3,25,OP108,BKG1911
EQX1004,Excavator,S005,2026-02-17,2026-02-28,5.0,4.3,11,OP104,BKG1912
EQX1011,Bulldozer,,2026-06-22,2026-07-11,6.2,3.3,19,OP101,BKG1913
EQX1003,Excavator,S001,2026-07-27,2026-08-21,6.4,7.5,25,OP104,BKG1914
EQX1007,Crane,S001,2025-12-03,2025-12-27,0.0,5.5,24,OP104,BKG1915
EQX1001,Excavator,S005,2026-04-25,2026-05-21,7.3,5.8,26,OP104,BKG1916
EQX1008,Crane,S004,2025-07-17,2025-08-12,3.0,3.7,26,OP107,BKG1917
EQX1016,Grader,S004,2025-02-07,2025-03-02,3.3,7.0,23,OP105,BKG1918
EQX1013,Grader,S002,2026-07-27,2026-08-06,4.5,1.9,10,OP107,BKG1919
EQX1014,Grader,S004,2026-05-24,2026-06-23,6.2,3.0,30,OP104,BKG1920
EQX1014,Grader,S004,2025-04-04,2025-04-13,5.7,3.9,9,OP106,BKG1921
EQX1011,Bulldozer,S002,2025-08-18,2025-09-13,6.9,2.8,26,OP105,BKG1922
EQX1010,Bulldozer,S004,2026-03-14,2026-04-08,7.5,2.5,25,OP107,BKG1923
EQX1011,Bulldozer,S003,2025-03-14,2025-04-02,7.5,1.7,19,OP106,BKG1924
EQX1010,Bulldozer,S002,2025-05-09,2025-05-23,5.9,1.5,14,OP104,BKG1925
EQX1008,Crane,S002,2025-05-20,2025-06-07,1.9,7.8,18,OP102,BKG1926
EQX1001,Excavator,S002,2026-02-22,2026-03-20,6.8,2.6,26,OP103,BKG1927
EQX1015,Grader,S003,2026-06-03,2026-07-01,6.2,5.6,28,OP104,BKG1928
EQX1015,Grader,S003,2025-06-09,2025-06-19,5.7,4.8,10,OP104,BKG1929
EQX1007,Crane,S004,2025-03-06,2025-03-29,1.2,5.8,23,OP108,BKG1930
EQX1015,Grader,S003,2026-05-02,2026-05-24,6.5,2.1,22,OP105,BKG1931
EQX1007,Crane,S003,2025-01-17,2025-02-09,2.3,7.1,23,OP106,BKG1932
EQX1015,Grader,S002,2025-04-20,2025-05-11,5.1,1.6,21,OP106,BKG1933
EQX1006,Crane,S003,2025-05-05,2025-05-25,3.9,4.7,20,OP105,BKG1934
EQX1002,Excavator,S004,2025-06-09,2025-07-03,4.7,2.3,24,OP108,BKG1935
EQX1006,Crane,S004,2025-04-08,2025-05-08,4.4,5.1,30,OP101,BKG1936
EQX1010,Bulldozer,S004,2025-01-23,2025-02-06,9.9,5.1,14,OP101,BKG1937
EQX1007,Crane,S001,2026-05-02,2026-05-25,2.4,7.7,23,OP102,BKG1938
EQX1004,Excavator,S002,2025-12-18,2026-01-12,7.8,5.5,25,OP102,BKG1939
EQX1004,Excavator,S002,2025-06-15,2025-07-05,5.8,2.7,20,OP105,BKG1940
EQX1016,Grader,S002,2025-07-24,2025-08-16,7.6,4.0,23,OP101,BKG1941
EQX1006,Crane,S004,2025-05-16,2025-06-09,3.0,5.6,24,OP107,BKG1942
EQX1004,Excavator,S002,2025-07-07,2025-07-16,6.7,2.2,9,OP103,BKG1943
EQX1001,Excavator,S004,2026-01-11,2026-01-23,7.8,5.1,12,OP106,BKG1944
EQX1003,Excavator,S002,2025-02-23,2025-03-06,5.3,4.9,11,OP101,BKG1945
EQX1010,Bulldozer,S002,2025-07-18,2025-08-06,6.5,2.8,19,OP104,BKG1946
EQX1010,Bulldozer,S001,2025-10-18,2025-11-04,5.4,2.6,17,OP106,BKG1947
EQX1001,Excavator,S002,2025-09-05,2025-10-05,9.5,2.6,30,OP106,BKG1948
EQX1005,Crane,S004,2025-12-08,2025-12-22,2.0,10.6,14,OP104,BKG1949
EQX1009,Bulldozer,S004,2025-06-27,2025-07-12,6.3,2.2,15,OP103,BKG1950
EQX1008,Crane,S004,2025-10-14,2025-11-04,0.0,7.4,21,OP103,BKG1951
EQX1001,Excavator,S003,2026-07-11,2026-08-02,4.8,4.0,22,OP101,BKG1952
EQX1001,Excavator,S002,2025-11-25,2025-12-20,8.1,4.2,25,OP105,BKG1953
EQX1011,Bulldozer,S001,2025-09-23,2025-10-14,7.6,5.6,21,OP105,BKG1954
EQX1003,Excavator,S005,2026-01-14,2026-01-30,8.9,5.0,16,OP107,BKG1955
EQX1005,Crane,S003,2025-01-19,2025-02-07,4.3,5.5,19,OP101,BKG1956
EQX1003,Excavator,S005,2026-07-21,2026-08-09,6.4,2.9,19,OP108,BKG1957
EQX1005,Crane,S001,2026-06-23,2026-07-17,4.1,14.8,24,OP101,BKG1958
EQX1014,Grader,S001,2025-04-13,2025-05-11,5.5,3.3,28,OP108,BKG1959
EQX1005,Crane,S002,2025-05-08,2025-05-24,3.1,5.7,16,OP104,BKG1960
EQX1009,Bulldozer,S002,2025-08-15,2025-09-04,6.7,2.6,20,OP101,BKG1961
EQX1004,Excavator,S004,2025-10-12,2025-11-06,6.7,3.6,25,OP102,BKG1962
EQX1013,Grader,S004,2025-11-04,2025-11-13,5.7,4.0,9,OP108,BKG1963
EQX1007,Crane,S002,2025-08-05,2025-09-03,1.6,4.7,29,OP107,BKG1964
EQX1009,Bulldozer,S001,2026-06-04,2026-06-21,7.6,5.6,17,OP101,BKG1965
EQX1006,Crane,S002,2025-12-15,2026-01-12,0.0,6.8,28,OP101,BKG1966
EQX1008,Crane,S001,2025-03-16,2025-04-08,0.0,7.2,23,OP107,BKG1967
EQX1001,Excavator,S001,2025-03-20,2025-03-28,3.8,3.7,8,OP105,BKG1968
EQX1012,Bulldozer,S003,2025-03-11,2025-03-18,7.2,0.6,7,OP106,BKG1969
EQX1003,Excavator,S004,2026-05-06,2026-05-06,4.8,4.6,0,OP104,BKG1970
EQX1003,Excavator,S003,2025-07-04,2025-07-25,6.4,4.9,21,OP101,BKG1971
EQX1014,Grader,S004,2025-08-26,2025-09-13,5.4,4.8,18,OP104,BKG1972
EQX1006,Crane,S002,2025-02-01,2025-02-11,1.3,5.2,10,OP106,BKG1973
EQX1006,Crane,S003,2025-01-07,2025-01-14,3.7,5.8,7,OP101,BKG1974
EQX1007,Crane,S002,2025-07-08,2025-07-21,3.3,5.7,13,OP108,BKG1975
EQX1008,Crane,S001,2025-04-06,2025-04-24,1.3,6.2,18,OP106,BKG1976
EQX1013,Grader,S004,2026-06-09,2026-07-04,4.3,2.1,25,OP107,BKG1977
EQX1009,Bulldozer,S001,2025-08-08,2025-08-28,7.9,6.3,20,OP104,BKG1978
EQX1011,Bulldozer,S003,2026-02-26,2026-03-27,8.3,2.3,29,OP103,BKG1979
EQX1015,Grader,S002,2025-12-18,2026-01-17,6.2,2.2,30,OP103,BKG1980
EQX1011,Bulldozer,S002,2025-08-12,2025-09-06,4.4,2.8,25,OP104,BKG1981
EQX1003,Excavator,S002,2025-08-10,2025-08-17,5.7,2.7,7,OP101,BKG1982
EQX1003,Excavator,S004,2025-05-18,2025-05-25,6.4,1.7,7,OP106,BKG1983
EQX1016,Grader,S001,2026-05-17,2026-06-14,4.9,4.3,28,OP102,BKG1984
EQX1002,Excavator,S001,2026-04-12,2026-05-12,8.9,2.9,30,OP104,BKG1985
EQX1001,Excavator,S001,2025-11-14,2025-11-27,5.2,2.8,13,OP102,BKG1986
EQX1006,Crane,S004,2025-02-08,2025-02-27,0.0,12.4,19,OP101,BKG1987
EQX1014,Grader,S002,2026-03-15,2026-04-03,4.2,2.2,19,OP104,BKG1988
EQX1004,Excavator,S003,2025-04-16,2025-05-08,0.0,0.9,22,OP101,BKG1989
EQX1005,Crane,S005,2025-08-13,2025-09-12,3.4,4.3,30,OP104,BKG1990
EQX1015,Grader,S003,2025-08-03,2025-08-12,4.7,5.8,9,OP107,BKG1991
EQX1011,Bulldozer,S004,2025-02-05,2025-02-15,8.2,5.5,10,OP102,BKG1992
EQX1016,Grader,S002,2025-12-27,2026-01-07,4.6,2.9,11,,BKG1993
EQX1001,Excavator,S005,2026-06-10,2026-07-10,9.4,4.6,30,OP106,BKG1994
EQX1008,Crane,S001,2026-06-07,2026-06-29,2.2,15.4,22,OP101,BKG1995
EQX1012,Bulldozer,S001,2026-05-03,2026-05-14,9.4,3.5,11,OP101,BKG1996
EQX1011,Bulldozer,S001,2025-01-17,2025-01-17,7.9,3.0,0,OP106,BKG1997
EQX1004,Excavator,S004,2025-02-21,2025-03-16,6.7,6.3,23,OP103,BKG1998
EQX1001,Excavator,S003,2025-11-23,2025-12-05,4.0,2.9,12,OP108,BKG1999
EQX1004,Excavator,S005,2026-07-20,2026-08-18,6.4,4.0,29,OP108,BKG2000
EQX1005,Crane,S002,2026-01-22,2026-02-08,4.5,5.4,17,OP108,BKG2001
EQX1012,Bulldozer,S004,2026-02-03,2026-02-11,5.0,4.1,8,OP103,BKG2002
EQX1009,Bulldozer,S001,2026-07-23,2026-08-02,7.1,5.8,10,OP106,BKG2003
EQX1008,Crane,S003,2025-09-20,2025-10-20,0.0,11.7,30,OP102,BKG2004
EQX1007,Crane,S004,2025-05-17,2025-06-10,3.3,5.2,24,OP105,BKG2005
EQX1009,Bulldozer,S002,2026-04-13,2026-04-26,4.7,2.1,13,OP104,BKG2006
EQX1008,Crane,S005,2026-06-20,2026-06-29,5.1,6.4,9,,BKG2007
EQX1006,Crane,S003,2026-03-26,2026-04-19,2.7,3.1,24,OP106,BKG2008
EQX1006,Crane,S003,2025-06-12,2025-06-27,2.1,9.7,15,OP103,BKG2009
EQX1009,Bulldozer,S003,2026-01-10,2026-01-27,5.0,3.9,17,OP102,BKG2010
EQX1009,Bulldozer,S003,2025-05-12,2025-05-21,6.9,0.9,9,OP106,BKG2011
EQX1005,Crane,S002,2026-03-27,2026-04-18,2.7,6.0,22,OP102,BKG2012
EQX1003,Excavator,S005,2026-03-13,2026-03-28,6.5,5.0,15,OP106,BKG2013
EQX1003,Excavator,S001,2025-06-24,2025-07-23,5.7,7.4,29,OP108,BKG2014
EQX1003,Excavator,S001,2025-07-17,2025-08-02,6.3,7.3,16,OP105,BKG2015
EQX1010,Bulldozer,S004,2025-10-05,2025-11-02,8.4,2.5,28,OP102,BKG2016
EQX1005,Crane,S004,2025-05-15,2025-06-06,0.0,5.5,22,OP108,BKG2017
EQX1009,Bulldozer,S002,2026-04-01,2026-04-19,6.3,2.7,18,OP108,BKG2018
EQX1004,Excavator,,2025-05-13,2025-06-03,5.3,3.0,21,OP106,BKG2019
EQX1003,Excavator,S001,2026-04-19,2026-05-17,5.1,3.4,28,OP101,BKG2020
EQX1006,Crane,S002,2025-04-13,2025-05-04,0.6,6.5,21,OP104,BKG2021
EQX1002,Excavator,S002,2025-10-11,2025-11-07,7.7,0.8,27,OP107,BKG2022
EQX1003,Excavator,S004,2026-05-25,2026-06-21,6.8,1.7,27,OP102,BKG2023
EQX1012,Bulldozer,S004,2026-02-13,2026-02-22,6.3,6.0,9,OP103,BKG2024
EQX1009,Bulldozer,S004,2026-02-08,2026-03-04,5.5,4.6,24,OP104,BKG2025
EQX1013,Grader,S004,2025-06-20,2025-07-04,5.2,2.4,14,OP106,BKG2026
EQX1002,Excavator,S004,2025-06-24,2025-07-15,0.0,2.7,21,OP108,BKG2027
EQX1012,Bulldozer,S003,2026-07-17,2026-08-06,7.1,4.6,20,OP101,BKG2028
EQX1016,Grader,S004,2025-07-07,2025-07-16,4.4,4.5,9,OP104,BKG2029
EQX1014,Grader,S002,2026-06-27,2026-07-04,5.8,6.1,7,OP106,BKG2030
EQX1006,Crane,S004,2026-02-08,2026-02-28,4.7,11.0,20,OP102,BKG2031
EQX1014,Grader,S003,2025-08-13,2025-09-05,3.9,6.9,23,OP108,BKG2032
EQX1004,Excavator,S001,2026-04-24,2026-05-22,5.5,2.0,28,OP108,BKG2033
EQX1008,Crane,,2026-04-16,2026-05-11,3.0,6.4,25,OP102,BKG2034
EQX1012,Bulldozer,S002,2026-01-20,2026-02-04,8.0,3.2,15,OP103,BKG2035
EQX1009,Bulldozer,S002,2025-05-02,2025-05-12,7.4,2.2,10,OP108,BKG2036
EQX1015,Grader,S002,2025-03-14,2025-03-31,4.3,2.6,17,OP108,BKG2037
EQX1010,Bulldozer,S001,2025-05-13,2025-06-11,7.2,1.8,29,OP105,BKG2038
EQX1011,Bulldozer,S005,2025-06-25,2025-07-19,6.9,2.4,24,OP105,BKG2039
EQX1008,Crane,S004,2025-11-01,2025-11-30,5.5,7.5,29,OP103,BKG2040
EQX1016,Grader,S002,2025-05-03,2025-05-20,6.0,3.5,17,OP107,BKG2041
EQX1011,Bulldozer,S002,2025-09-07,2025-09-16,5.8,3.2,9,OP101,BKG2042
EQX1003,Excavator,S003,2025-11-19,2025-12-10,6.3,3.8,21,OP105,BKG2043
EQX1008,Crane,S003,2026-01-15,2026-01-30,5.1,6.1,15,OP104,BKG2044
EQX1008,Crane,S003,2026-05-26,2026-05-26,2.8,5.5,0,OP106,BKG2045
EQX1006,Crane,S005,2026-07-01,2026-07-15,2.9,7.5,14,OP105,BKG2046
EQX1004,Excavator,S002,2026-07-22,2026-08-16,6.2,2.1,25,OP102,BKG2047
EQX1008,Crane,S001,2025-01-11,2025-02-10,0.0,6.9,30,OP103,BKG2048
EQX1008,Crane,S001,2025-06-24,2025-07-08,4.5,14.9,14,OP101,BKG2049
EQX1004,Excavator,S001,2026-07-04,2026-07-18,8.3,8.3,14,OP104,BKG2050
EQX1016,Grader,S002,2026-05-08,2026-05-20,0.5,20.5,12,OP101,BKG2051
EQX1016,Grader,S003,2026-01-25,2026-02-09,6.7,3.2,15,OP102,BKG2052
EQX1005,Crane,S003,2026-06-02,2026-06-14,3.2,12.2,12,OP107,BKG2053
EQX1005,Crane,S001,2025-08-22,2025-09-15,0.9,14.1,24,OP107,BKG2054
EQX1007,Crane,S001,2025-03-03,2025-04-01,2.2,5.7,29,OP108,BKG2055
EQX1010,Bulldozer,S003,2025-10-19,2025-11-17,6.1,1.7,29,OP104,BKG2056
EQX1016,Grader,S002,2025-08-22,2025-09-15,5.6,1.5,24,OP108,BKG2057
EQX1005,Crane,S004,2026-03-07,2026-04-05,4.5,7.4,29,OP104,BKG2058
EQX1005,Crane,S002,2025-10-09,2025-10-31,3.1,5.4,22,OP106,BKG2059
EQX1016,Grader,S003,2025-09-01,2025-09-11,3.2,4.1,10,OP108,BKG2060
EQX1012,Bulldozer,S005,2025-07-07,2025-08-02,8.3,3.3,26,OP108,BKG2061
EQX1008,Crane,S005,2025-02-13,2025-03-13,4.1,9.4,28,OP107,BKG2062
EQX1007,Crane,S003,2026-03-04,2026-04-01,0.0,2.1,28,OP102,BKG2063
EQX1016,Grader,S001,2025-09-13,2025-09-30,3.6,9.4,17,OP105,BKG2064
EQX1003,Excavator,S002,2026-06-05,2026-06-13,6.5,4.7,8,OP106,BKG2065
EQX1005,Crane,S003,2026-05-20,2026-06-04,2.7,3.5,15,OP104,BKG2066
EQX1012,Bulldozer,S002,2025-08-04,2025-08-18,6.8,2.5,14,OP101,BKG2067
EQX1013,Grader,S003,2026-05-16,2026-06-10,6.2,3.3,25,OP107,BKG2068
EQX1006,Crane,S003,2025-01-27,2025-02-08,4.5,7.5,12,OP107,BKG2069
EQX1015,Grader,S001,2025-01-02,2025-01-17,3.6,4.0,15,OP101,BKG2070
EQX1011,Bulldozer,S001,2026-02-13,2026-03-02,6.8,2.1,17,OP103,BKG2071
EQX1016,Grader,S004,2025-03-12,2025-03-26,6.0,5.2,14,OP108,BKG2072
EQX1015,Grader,S005,2025-11-02,2025-12-02,0.4,21.2,30,OP106,BKG2073
EQX1014,Grader,S004,2025-09-23,2025-10-06,6.3,3.7,13,OP104,BKG2074
EQX1003,Excavator,S003,2026-07-13,2026-08-01,7.2,4.2,19,OP104,BKG2075
EQX1011,Bulldozer,S002,2026-03-10,2026-03-18,9.0,3.1,8,OP104,BKG2076
EQX1004,Excavator,S002,2025-10-18,2025-11-09,6.3,1.9,22,OP106,BKG2077
EQX1013,Grader,S004,2025-07-11,2025-08-02,5.4,4.0,22,OP105,BKG2078
EQX1005,Crane,S003,2025-05-21,2025-06-19,2.6,3.1,29,OP102,BKG2079
EQX1013,Grader,S004,2026-06-11,2026-07-06,6.4,4.2,25,OP105,BKG2080
EQX1012,Bulldozer,S002,2025-05-22,2025-05-30,6.3,2.5,8,OP103,BKG2081
EQX1007,Crane,S001,2026-01-06,2026-01-15,4.0,5.5,9,OP101,BKG2082
EQX1007,Crane,S003,2025-02-14,2025-03-01,2.7,7.1,15,OP105,BKG2083
EQX1004,Excavator,S003,2025-09-21,2025-09-30,5.6,4.5,9,OP103,BKG2084
EQX1010,Bulldozer,S003,2025-02-05,2025-02-20,6.8,3.0,15,OP108,BKG2085
EQX1005,Crane,S002,2026-03-27,2026-04-09,0.0,5.6,13,OP105,BKG2086
EQX1003,Excavator,S002,2026-07-26,2026-08-15,6.0,2.7,20,OP106,BKG2087
EQX1015,Grader,S002,2025-06-10,2025-07-01,7.7,3.3,21,OP102,BKG2088
EQX1012,Bulldozer,S002,2025-03-25,2025-04-12,5.7,2.2,18,OP105,BKG2089
EQX1015,Grader,S003,2026-01-02,2026-01-21,7.6,2.2,19,OP106,BKG2090
EQX1001,Excavator,S003,2025-06-10,2025-07-09,6.1,5.6,29,OP101,BKG2091
EQX1003,Excavator,S003,2025-03-03,2025-03-21,5.6,0.8,18,OP104,BKG2092
EQX1015,Grader,S002,2025-08-26,2025-09-21,5.4,5.0,26,OP105,BKG2093
EQX1011,Bulldozer,S002,2025-03-09,2025-03-21,4.2,3.6,12,OP102,BKG2094
EQX1009,Bulldozer,S005,2025-12-01,2025-12-17,6.9,1.4,16,OP103,BKG2095
EQX1010,Bulldozer,S004,2025-09-09,2025-09-22,8.2,1.9,13,OP106,BKG2096
EQX1008,Crane,S003,2026-04-10,2026-04-30,4.8,4.1,20,OP106,BKG2097
EQX1008,Crane,S004,2025-11-08,2025-11-18,3.8,5.9,10,OP107,BKG2098
EQX1007,Crane,S005,2025-06-05,2025-06-14,1.5,8.3,9,OP103,BKG2099
EQX1014,Grader,S003,2026-03-16,2026-03-24,5.1,1.5,8,OP106,BKG2100
EQX1007,Crane,S004,2025-06-02,2025-07-01,3.6,8.1,29,OP104,BKG2101
EQX1010,Bulldozer,S004,2026-03-21,2026-03-21,6.9,1.3,0,OP106,BKG2102
EQX1010,Bulldozer,S003,2025-04-27,2025-05-14,8.8,1.1,17,OP106,BKG2103
EQX1016,Grader,S005,2025-07-15,2025-07-28,4.8,4.2,13,OP103,BKG2104
EQX1015,Grader,S003,2025-03-11,2025-03-23,4.9,4.0,12,OP105,BKG2105
EQX1008,Crane,S002,2026-04-16,2026-05-09,0.0,7.1,23,OP102,BKG2106
EQX1008,Crane,S004,2025-05-23,2025-05-30,2.1,6.8,7,OP106,BKG2107
EQX1002,Excavator,S003,2025-07-21,2025-08-01,6.8,4.8,11,OP105,BKG2108
EQX1010,Bulldozer,S002,2025-04-02,2025-04-27,6.8,1.5,25,OP108,BKG2109
EQX1012,Bulldozer,S002,2026-03-23,2026-04-20,4.6,0.0,28,OP107,BKG2110
EQX1016,Grader,S003,2025-11-25,2025-12-02,6.6,2.4,7,OP108,BKG2111
EQX1007,Crane,S003,2025-01-02,2025-01-21,4.7,5.9,19,OP101,BKG2112
EQX1013,Grader,S002,2026-07-07,2026-07-26,6.3,3.2,19,OP101,BKG2113
EQX1016,Grader,S002,2026-07-27,2026-08-25,7.8,3.5,29,OP104,BKG2114
EQX1001,Excavator,S001,2026-06-17,2026-07-08,8.5,9.7,21,OP102,BKG2115
EQX1012,Bulldozer,S001,2025-12-05,2025-12-31,7.1,2.2,26,OP106,BKG2116
EQX1010,Bulldozer,S001,2025-05-18,2025-06-04,5.3,3.6,17,OP102,BKG2117
EQX1004,Excavator,S003,2025-07-11,2025-07-29,5.0,5.6,18,OP103,BKG2118
EQX1004,Excavator,S001,2025-08-10,2025-08-18,4.5,7.3,8,OP104,BKG2119
EQX1008,Crane,S001,2025-08-16,2025-09-12,2.8,14.0,27,OP101,BKG2120
EQX1008,Crane,S005,2026-03-22,2026-04-06,0.0,8.3,15,OP104,BKG2121
EQX1013,Grader,S004,2025-10-09,2025-10-25,3.7,2.4,16,OP104,BKG2122
EQX1014,Grader,S004,2026-07-04,2026-07-17,6.4,2.5,13,OP107,BKG2123
EQX1014,Grader,S004,2026-04-18,2026-04-30,4.8,4.2,12,OP103,BKG2124
EQX1003,Excavator,S004,2025-11-13,2025-12-01,6.0,2.7,18,OP107,BKG2125
EQX1009,Bulldozer,S002,2025-07-13,2025-08-07,8.3,2.5,25,OP101,BKG2126
EQX1008,Crane,S002,2025-03-16,2025-03-31,3.2,4.6,15,OP101,BKG2127
EQX1009,Bulldozer,S003,2026-07-04,2026-07-27,6.1,3.5,23,OP106,BKG2128
EQX1010,Bulldozer,S004,2025-08-25,2025-09-22,6.3,2.9,28,OP102,BKG2129
EQX1005,Crane,S005,2026-07-01,2026-07-13,4.7,6.8,12,OP103,BKG2130
EQX1009,Bulldozer,S002,2025-07-23,2025-08-09,7.0,2.2,17,OP106,BKG2131
EQX1003,Excavator,S001,2026-02-09,2026-02-27,8.6,2.8,18,OP102,BKG2132
EQX1009,Bulldozer,S004,2026-03-12,2026-03-28,5.5,4.9,16,OP101,BKG2133
EQX1010,Bulldozer,S004,2026-04-10,2026-04-24,6.7,3.9,14,OP105,BKG2134
EQX1004,Excavator,S004,2025-11-27,2025-12-07,4.6,4.6,10,OP106,BKG2135
EQX1004,Excavator,S003,2025-05-06,2025-05-21,7.0,0.7,15,OP104,BKG2136
EQX1004,Excavator,S004,2025-08-26,2025-09-17,6.9,2.7,22,OP102,BKG2137
EQX1016,Grader,S004,2025-10-14,2025-10-25,4.2,3.6,11,OP106,BKG2138
EQX1004,Excavator,S005,2026-07-04,2026-07-25,6.3,2.2,21,OP103,BKG2139
EQX1003,Excavator,S001,2025-07-19,2025-07-26,6.3,6.0,7,OP104,BKG2140
EQX1008,Crane,S003,2026-01-05,2026-01-23,2.2,7.5,18,OP103,BKG2141
EQX1004,Excavator,S005,2025-04-26,2025-05-09,5.8,4.7,13,OP106,BKG2142
EQX1012,Bulldozer,S003,2026-07-01,2026-07-31,6.7,4.5,30,OP104,BKG2143
EQX1004,Excavator,S003,2025-12-05,2026-01-04,5.9,1.8,30,OP107,BKG2144
EQX1016,Grader,S004,2025-03-23,2025-04-20,5.7,4.7,28,OP106,BKG2145
EQX1001,Excavator,S003,2025-05-06,2025-06-01,7.2,2.5,26,OP102,BKG2146
EQX1012,Bulldozer,S002,2025-07-01,2025-07-26,7.6,4.5,25,OP108,BKG2147
EQX1010,Bulldozer,S003,2025-08-06,2025-08-27,8.8,4.0,21,OP107,BKG2148
EQX1011,Bulldozer,S003,2026-05-14,2026-05-23,8.9,1.9,9,OP103,BKG2149
EQX1011,Bulldozer,S005,2026-07-13,2026-07-20,7.3,3.5,7,OP102,BKG2150
EQX1005,Crane,S005,2025-10-15,2025-10-30,3.7,3.9,15,OP105,BKG2151
EQX1011,Bulldozer,S001,2026-03-25,2026-04-19,8.1,3.4,25,OP108,BKG2152
EQX1004,Excavator,S001,2025-11-01,2025-12-01,6.4,2.0,30,OP103,BKG2153
EQX1007,Crane,S005,2026-06-10,2026-06-25,4.5,5.3,15,OP101,BKG2154
EQX1006,Crane,S003,2026-01-11,2026-01-29,0.0,7.0,18,OP106,BKG2155
EQX1004,Excavator,S005,2026-07-04,2026-07-19,7.2,2.0,15,OP107,BKG2156
EQX1002,Excavator,S002,2025-08-06,2025-08-16,6.4,3.2,10,OP107,BKG2157
EQX1015,Grader,S001,2026-02-27,2026-03-20,5.7,1.9,21,OP108,BKG2158
